id,title,date_release,date_research,price,discount_price,developer,publisher,description,total_reviews,review_rating,url
4280920,"Final Liberation: Warhammer Epic 40,000 (Classic)",2026-04-13,2026-04-13,21.99,17.59,['Holistic Design'],['SNEG'],"Liberate the planet Volistad from the Orks’ grip in Final Liberation, a turn-based strategy game set in the Warhammer Epic 40,000 universe. Experience a cult classic with large-scale tactical battles and iconic live-action FMV cutscenes.",3,0,https://store.steampowered.com/app/4280920
4280900,"Warhammer 40,000: Rites of War (Classic)",2026-04-13,2026-04-13,21.99,17.59,['DreamForge'],['SNEG'],"Lead the Eldar in a turn-based strategy game set in the Warhammer 40,000 universe. Rites of War blends accessible gameplay with deep tactical battles that reward careful planning and mastery.",0,0,https://store.steampowered.com/app/4280900
4280940,Warhammer: Mark of Chaos - Gold Edition (Classic),2026-04-13,2026-04-13,55.99,44.79,['Black Hole Entertainment'],['SNEG'],"Command the armies of the Empire, the Hordes of Chaos, Orcs & Goblins, and other iconic Warhammer Fantasy factions in massive real-time battles. Warhammer: Mark of Chaos is a classic RTS celebrated for its unprecedented scale and detail for its time.",4,0,https://store.steampowered.com/app/4280940
4280890,"Warhammer 40,000: Chaos Gate (Classic)",2026-04-13,2026-04-13,36.99,29.59,['Random Games'],['SNEG'],"Command a squad of up to 20 Space Marines and battle the forces of Chaos led by Chaos Lord Zymran. Chaos Gate is a squad-level, turn-based tactical strategy game set in the grim Warhammer 40,000 world.",0,0,https://store.steampowered.com/app/4280890
4280870,Warhammer: Shadow of the Horned Rat (Classic),2026-04-13,2026-04-13,21.99,17.59,['Mindscape'],['SNEG'],"Halt the tide of evil threatening the Empire in Warhammer: Shadow of the Horned Rat, a classic real-time strategy game where you command a mercenary army against the servants of the Horned Rat.",0,0,https://store.steampowered.com/app/4280870
4280860,Warhammer: Dark Omen (Classic),2026-04-13,2026-04-13,36.99,29.59,['Mindscape'],['SNEG'],"Enter the Warhammer Fantasy world in Warhammer: Dark Omen, a classic real-time strategy game known for its tactical battles, atmospheric campaign, and cult-classic status.",2,0,https://store.steampowered.com/app/4280860
3803180,Voidloop,2026-04-13,2026-04-13,19.99,15.99,['IndieGameStudio'],['IndieGameStudio'],"Voidloop is a fast-paced mining roguelite with incremental progression. Mine through procedural caves, collect rare resources, and become overpowered as you find your way home to the void.",1,0,https://store.steampowered.com/app/3803180
3880600,We who rise,2026-04-13,2026-04-13,9.99,8.99,['Nox Nauta Games'],['Nox Nauta Games'],"Fall, rage, climb again. No checkpoints. Just you, the tower, and your high score.",0,0,https://store.steampowered.com/app/3880600
3107050,Stoplights,2026-04-13,2026-04-13,32.0,27.2,['Wicked Blobfish'],['Wicked Blobfish'],"Stoplights é um jogo de estratégia e simulação onde você constrói uma rede ferroviária eficiente para sustentar o crescimento das cidades. Coloque trilhos, sinais e controle o tráfego para entregar recursos essenciais no tempo certo.",2,0,https://store.steampowered.com/app/3107050
4327510,Odd Dice,2026-04-13,2026-04-13,10.49,9.44,['PinkySoul'],['PinkySoul'],"The probability check game. Wanna see if your luck is good? Roll a 6 for 7 times in a row to win. Can you do it? There's a chance that you'll never win. But I bet that you are not afraid of that, right?",8,0,https://store.steampowered.com/app/4327510
2715870,Before I Go,2026-04-13,2026-04-13,59.99,53.99,"[""J's Labratory""]","[""J's Labratory""]","Explore o mundo de fantasia assombroso e onírico de BEFORE I GO, uma Metroidvania punitiva onde você incorpora a inocência de uma criança interior em uma odisseia alegórica rumo à aceitação da morte. O fim é inevitável, mas você conseguirá enfrentar a jornada?",3,0,https://store.steampowered.com/app/2715870
4567300,Candy Clicker,2026-04-13,2026-04-13,10.99,9.34,['EOS-Studio'],['EOS-Studio'],"Candy Clicker is a cozy candy clicker about big numbers and sweet meta progression: Steam inventory, crafting at the anvil, roulette, gifts, and leaderboards—all in one game you can enjoy for five minutes or a whole evening.",0,0,https://store.steampowered.com/app/4567300
4537080,Drift Tank,2026-04-13,2026-04-13,3.49,3.14,['Pixel_Foxes_Studio'],['Pixel_Foxes_Studio'],"Take control of a powerful tank and prove that drifting isn’t just for cars. Slide through corners, build up speed, and cause pure chaos on the maps. Easy to pick up, hard to master perfect for a chill, no pressure experience.",0,0,https://store.steampowered.com/app/4537080
1780070,Seeds of Calamity,2026-04-13,2026-04-13,46.99,28.19,['Laborious Lark Studios'],"['Pretty Soon', 'Doyoyo Games']","Ajude a reconstruir o mundo após a Grande Calamidade! Cuide da fazenda, apoie os moradores e explore calabouços cheios de desafios e tesouros. Viva uma aconchegante aventura solo ao lado do seu felpudo Companheiro Grimório.",186,9,https://store.steampowered.com/app/1780070
2567200,Tiny Ducks: Desktop Bath,2026-04-13,2026-04-13,11.99,10.19,['Jooz'],['Jooz'],"Tiny Ducks: Desktop Bath is a relaxing desktop idle game where you collect cute rubber ducks and let them float on your Windows taskbar. Unlock new ducks while you work or browse the web, and turn your ordinary desktop into your own personal tub.",0,0,https://store.steampowered.com/app/2567200
3700950,Under the Disco Lights - 80's Bar Simulator,2026-04-13,2026-04-13,37.49,22.49,['Efsus Games'],"['Brightika, Inc.']","Entre numa disco dos anos 80 cheia de neon! Em Under the Disco Lights, você gerencia o bar, serve drinks, lê clientes e desvenda segredos em primeira pessoa. Visuais estilizados, personagens reativos e trilha sonora original mantêm a vibe da noite.",7,0,https://store.steampowered.com/app/3700950
4566970,The Grounds Escape,2026-04-13,2026-04-13,23.49,14.09,['SupKai'],['SupKai'],"The Grounds Escape is a co-op survival horror game for up to 4 players. Team up with your friends to solve intricate puzzles and escape this living hell. Remember: every item has a purpose, every sound has a meaning, and every choice comes with a price... paid in blood.",0,0,https://store.steampowered.com/app/4566970
4566830,Bugorama,2026-04-13,2026-04-13,7.95,7.15,['Ferdinand Dervieux'],['Ferdinand Dervieux'],"Explore colorful natural scenes, spot hidden insects and tiny animals, and build your collection in a cozy hidden-object game shaped by weather and procedural variation.",0,0,https://store.steampowered.com/app/4566830
4557100,Lunaris,2026-04-13,2026-04-13,3.99,2.39,['Luno'],['LunaGamesStudio'],"Lunaris is a fast-paced sci-fi top-down roguelite shooter: survive escalating enemy waves, stack powerful passive and active abilities, craft wild build synergies, and turn the arena into a neon storm of lasers and explosions. Every run feels fresh and intense.",0,0,https://store.steampowered.com/app/4557100
2092840,The Occultist,2026-04-08,2026-04-13,74.99,67.49,['DALOAR'],['Daedalic Entertainment'],"""As imagens gravadas na minha mente fariam qualquer um tremer de medo... Mas não sou qualquer um. Eu sou o Ocultista.” Acompanhe Alan Rebels em sua investigação do oculto mais aterrorizante até agora neste jogo de terror de ação e aventura horripilante.",92,7,https://store.steampowered.com/app/2092840
2702740,Sable's Grimoire 2,2026-04-13,2026-04-13,46.99,42.29,['Zetsubou'],['Zetsubou'],Sable's Grimoire 2 is a visual novel featuring monster girls in a magic academy setting. This is a sequel to the original Sable's Grimoire game. It follows Sable's studies of magic and his budding friendships with his demi-human classmates and teachers.,0,0,https://store.steampowered.com/app/2702740
2889880,Nimillion - The last expedition,2026-04-13,2026-04-13,59.99,41.99,['Digital Candy'],['Digital Candy'],"Space lander adventure with MetroidVania progression system. Retro-inspired Thruster-only flight, upgrade abilities, battle tough bosses, conquer brutal terrain. Easy to learn, hard to master old-school thrills!",0,0,https://store.steampowered.com/app/2889880
1973990,Never Ending Beyond,2026-04-13,2026-04-13,32.99,26.39,['One More Dream Studios'],['One More Dream Studios'],Pet animals to gain abilities and watch them fight alongside you. Collect different combinations of animals to help you beat down waves of rogue androids.,0,0,https://store.steampowered.com/app/1973990
4545170,EDU SIMULATOR,2026-04-13,2026-04-13,26.49,23.84,['GORO'],['GORO'],"Survive a shifting digital labyrinth in this 90s-style horror roguelite. Outrun the relentless ""EL EDU"", activate exit buttons and master strategic vaulting to escape. With procedural mazes, temporary and persistent upgrades, and intense chases, every run is a new nightmare. Can you reach the truth?",0,0,https://store.steampowered.com/app/4545170
4223490,Great Meme Reset 2026,2026-04-13,2026-04-13,6.7,4.02,['Meme Masters 1337'],['Meme Masters 1337'],The legends of memes has returned to protect meme city from brain rot. This game is Action-TPS elements in meme city setting,0,0,https://store.steampowered.com/app/4223490
3972630,God Is Debt,2026-04-13,2026-04-13,10.0,9.0,['Umaya'],['Umaya'],"God is Debt is a satirical Shoot 'em up that takes place in a world where the worship of capitalism resulted in the birth of a new pantheon. Each deity represents one of the many horrors that thrive under our profit-based society. When capitalism ascended, heresy became our salvation.",0,0,https://store.steampowered.com/app/3972630
4544780,TideWane,2026-04-13,2026-04-13,23.49,15.73,['goneIdle'],['goneIdle'],"Pilot a submarine into the deep. Kill fish, harvest PSI energy, and defeat 25 bosses across 5 ocean zones. Ascend, transcend, and unlock the Void. A deep-sea idle dungeon crawler with 3 prestige layers, 36 forgeable artifacts, procedural audio, and an ending worth reaching.",0,0,https://store.steampowered.com/app/4544780
3223650,Trapped In The Omniverse,2026-04-13,2026-04-13,44.49,35.59,['Mariano Miguel Lanzi'],['Mariano Miguel Lanzi'],"FPS single-player de ciencia ficción con supervivencia y exploración interdimensional, donde combatís criaturas anómalas y luchás por sobrevivir en entornos distorsionados.",0,0,https://store.steampowered.com/app/3223650
3381680,Age of History 2: Definitive Edition,2026-04-15,2026-04-16,37.49,33.74,['Łukasz Jakowski'],['Łukasz Jakowski Games'],"O clássico do grand strategy retorna com gameplay aprimorado, mapa com 13.892 províncias, diplomacia e capitulação em guerra ampliadas, novas civilizações e cenários, armas nucleares, IA mais inteligente, interface renovada e melhor desempenho.",311,7,https://store.steampowered.com/app/3381680
4126480,Fishing Inc,2026-04-14,2026-04-16,14.0,9.8,['BigBonk Studio'],['BigBonk Studio'],"Fishing Inc is a cozy incremental fishing game! Catch fish, earn cash, and unlock powerful skills. Master new ponds, fill your Fish Log with Legendary catches, and become the ultimate angler!",101,9,https://store.steampowered.com/app/4126480
3967470,We Gotta Go,2026-04-14,2026-04-16,32.99,26.39,['FuzzyBot'],['Mad Mushroom'],"We Gotta Go é uma comédia de terror co-op que vai fazer você se borrar de medo—literalmente. Junte a galera e corra pro único banheiro da mansão mal-assombrada antes que o seu intestino decida te trair. Ache itens, evite fantasmas, e avance por corredores amaldiçoados na luta pelo alívio sagrado.",76,7,https://store.steampowered.com/app/3967470
2721340,Last Flag,2026-04-14,2026-04-16,43.99,35.19,['Night Street Games'],['Night Street Games'],"Esconda sua bandeira. Encontre a bandeira adversária. Volte e a defenda por um minuto para vencer. Boas-vindas a Last Flag, um jogo de tiro 5x5 ágil em que competidores fora do sério trabalham estrategicamente em equipe para sobreviver ao caos de um programa de captura à bandeira ao vivo.",190,7,https://store.steampowered.com/app/2721340
1674200,Alaska Gold Fever,2026-04-14,2026-04-16,74.68,38.95,['Baked Games'],"['Baked Games S.A.', 'PlayWay S.A.']","Assuma o papel de um garimpeiro durante a corrida do ouro no Alasca e construa seu próprio império do zero. Extraia recursos, refine diferentes formas de ouro e melhore suas ferramentas para aumentar a eficiência. Explore minas variadas, sobreviva ao clima rigoroso e complete missões principais!",158,7,https://store.steampowered.com/app/1674200
1375750,Regions of Ruin: Runegate,2026-04-14,2026-04-16,74.99,67.49,['Gameclaw Studio'],['Raw Fury'],"Embarque em uma aventura RPG estilo hack-and-slash, na qual você tenta encontrar refúgio para uma civilização de anões perdida. Explore terras diferentes, ajude os necessitados, reúna recursos e lute contra goblins e monstros enquanto reconstrói lentamente um lar para seu povo.",59,7,https://store.steampowered.com/app/1375750
4331610,Dome Keeper: The Lost Keepers,2026-04-13,2026-04-16,26.49,23.84,['Bippinbits'],['Raw Fury'],Sem descrição,78,7,https://store.steampowered.com/app/4331610
2738490,Sol Cesto,2026-04-10,2026-04-16,44.49,29.8,"['Tambouille', 'Géraud Zucchini', 'Chariospirale']","['Goblinz Publishing', 'Maple Whispering Limited']","Sol Cesto é um roguelite tático frenético em que você precisa dominar a sorte. Escolha um herói e chegue ao fundo de uma masmorra aleatória. Neste mundo sombrio, toda ação tem consequências…",2856,9,https://store.steampowered.com/app/2738490
3199360,Skull Horde,2026-04-10,2026-04-16,34.99,26.24,['8BitSkull'],['8BitSkull'],Skull Horde é um jogo de batalha automática e exploração de calabouços onde você joga como um crânio necromante voador. Encontre saques poderosos e crie combinações dominantes. Conjure uma horda de esqueletos em uma batalha de ossos contra carne!,466,9,https://store.steampowered.com/app/3199360
2646460,Soulmask,2026-04-09,2026-04-16,89.99,80.99,['CampFire Studio'],['Qooland Games'],"Ao escapar de um ritual de sacrifício, você adquire os poderes de uma máscara misteriosa. Sobreviva aos desafios da natureza, recrute seguidores, funde sua tribo e desvende os segredos por trás da civilização e da máscara...",857,9,https://store.steampowered.com/app/2646460
2413950,Final Sentence,2026-04-09,2026-04-16,37.49,33.74,['Button Mash'],['Polden Publishing'],"Final Sentence é um Battle Royale de digitação. Em um hangar com outros jogadores, você tem uma máquina de escrever à frente e um revólver carregado na têmpora. Cada erro é fatal. Só um restará.",534,9,https://store.steampowered.com/app/2413950
2698420,Restore Your Island,2026-04-09,2026-04-16,47.99,40.79,['Paiband Game Studio'],['Paiband Game Studio'],"Cure uma ilha marcada, reconstrua habitats, brinque com seu cachorro, projete seu santuário e relaxe junto à fogueira. Transforme esta ilha partida e cheia de lixo em um santuário próspero — uma limpeza de cada vez.",467,7,https://store.steampowered.com/app/2698420
2776090,Lay of the Land,2026-04-08,2026-04-16,67.99,61.19,['Southern Cross Interactive'],['Southern Cross Interactive'],"Lay of the Land é um jogo de aventura sandbox num mundo de fantasia em que tudo é fisicamente simulado. Use o ambiente para ter vantagem e explore, lute, saqueie e construa seu caminho por terras misteriosas.",680,7,https://store.steampowered.com/app/2776090
2092840,The Occultist,2026-04-08,2026-04-16,74.99,67.49,['DALOAR'],['Daedalic Entertainment'],"""As imagens gravadas na minha mente fariam qualquer um tremer de medo... Mas não sou qualquer um. Eu sou o Ocultista.” Acompanhe Alan Rebels em sua investigação do oculto mais aterrorizante até agora neste jogo de terror de ação e aventura horripilante.",114,7,https://store.steampowered.com/app/2092840
3357960,KuloNiku: Bowl Up!,2026-04-07,2026-04-16,34.49,27.59,['Gambir Studio'],['Raw Fury'],"Prepare-se para um jogo de gerenciamento de cozinha cheio de atitude! Use receitas aperfeiçoadas, faça pratos únicos para pessoas peculiares, melhore o espaço, participe de batalhas culinárias para ser top chef e proteja o restaurante que está na família há gerações!",844,10,https://store.steampowered.com/app/3357960
3976500,The Spotter: Dig or Die,2026-04-07,2026-04-16,47.99,35.99,['Puppyroar Games'],"['Forklift Interactive', 'Gamersky Games']","Cave de dia, lute à noite neste mix de mineração e Tower Defense. Como o último Spotter em um posto destruído, defenda-se das hordas mutantes, vasculhe o deserto e repare seu receptor para captar a mensagem vital do Presidente a última esperança da humanidade.",864,9,https://store.steampowered.com/app/3976500
2706020,ALL WILL FALL,2026-04-03,2026-04-16,117.9,60.61,['All Parts Connected'],['tinyBuild'],"Construa megacidades no oceano e conduza seu povo à prosperidade neste simulador de colônia de sobrevivência pós-apocalíptico, com sistema de construção 3D baseado em física, gerenciamento complexo de recursos, exploração, decisões políticas difíceis, cadeias de suprimentos e modo sandbox robusto.",728,7,https://store.steampowered.com/app/2706020
538030,Xenonauts 2,2026-04-02,2026-04-16,79.99,51.99,['Goldhawk Interactive'],['Hooded Horse'],"Declare uma guerra global em resistência a uma invasão alienígena. Comande batalhas táticas de estratégia em turnos, construa uma rede de bases, controle diretamente seus caças e chegue à vitória nessa simulação de guerra assimétrica contra um inimigo tecnologicamente superior.",3829,9,https://store.steampowered.com/app/538030
2779120,Modulus: Factory Automation,2026-04-02,2026-04-16,69.99,62.99,['Happy Volcano'],['Kwalee'],"Modulus é um jogo de automação de fábrica em que você corta, colore, estampa e monta blocos de construção 3D. Use toda sua liberdade criativa para construir e otimizar fábricas em expansão e cumpra os pedidos da Grande Rede Neural.",427,9,https://store.steampowered.com/app/2779120
2057760,Esoteric Ebb,2026-03-03,2026-04-16,73.99,66.59,['Christoffer Bodegård'],['Raw Fury'],"ESOTERIC EBB é um RPG isométrico para um jogador. Desvende uma conspiração política com seu ajudante goblin. Jogue dados, faça escolhas difíceis e explore uma cidade às vésperas de sua primeira eleição. Torne-se um clérigo lendário ou arruine completamente a campanha.",4835,10,https://store.steampowered.com/app/2057760
4340940,Between,2026-04-15,2026-04-16,16.99,13.59,['Stillroom'],['Stillroom'],"A story-driven visual novel set on a quiet coastal town, where fleeting connections, unspoken desires, and personal choices shape how every relationship unfolds.",0,0,https://store.steampowered.com/app/4340940
4247760,Angel Clicker,2026-04-15,2026-04-16,15.75,11.81,['oldflowerGames'],['oldflowerGames'],"It's Heaven vs. Hell in the annual Soul-Catching Contest...and there's an office-wide pizza party at stake! Angel Clicker is a short, relaxed incremental clicker with (optional) rhythm elements. Build quirky buildings, collect divine resources, get attacked by aliens, and... Go on a date?!",0,0,https://store.steampowered.com/app/4247760
4455210,Sharp Chess,2026-04-15,2026-04-16,11.99,9.59,['Melmax LLC'],['Melmax LLC'],"Play in the dark or under open skies. Sharp Chess is a clean, distraction-free chess experience — Stockfish AI, nature and dark themes. At home or on the go with Steam Deck.",0,0,https://store.steampowered.com/app/4455210
4184080,KING of HOLO,2026-04-15,2026-04-16,20.49,16.39,['テイク'],['holo Indie'],Hololive × Chess × SRPG × Deckbuilding × Roguelike × Strategy Game! Featuring 71 Hololive members! Make your oshi the King!,1,0,https://store.steampowered.com/app/4184080
4552230,Make it! Gyoza,2026-04-15,2026-04-16,23.5,16.68,['SAT-BOX'],['SAT-BOX'],"Wrap, cook, and serve crispy gyoza in this hectic cooking action game! Handle a rush of orders and aim for a booming business! Fast-paced gameplay rewards speed and precision. Play solo for high scores or compete with up to 4 players!",0,0,https://store.steampowered.com/app/4552230
4210020,A game about sucking (up ghosts with a Vacuum),2026-04-15,2026-04-16,15.75,14.17,['Brave Traveller Games'],['Brave Traveller Games'],"A short, active incremental game about sucking up a range of cute and mischievous Ghosts with a Vacuum and harvesting their Ectoplasm.",1,0,https://store.steampowered.com/app/4210020
4421030,Galaxy Conquest Online,2026-04-15,2026-04-16,40.99,32.79,['Mimirbytes'],['Mimirbytes'],"Win or lose in 5 minutes. No base building. No downtime. Only conquest. Galaxy Conquest Online is a fast-paced sci-fi RTS where you capture planets, expand your fleet and crush your enemies in relentless singleplayer and multiplayer battles.",0,0,https://store.steampowered.com/app/4421030
4217250,Beastfall,2026-04-15,2026-04-16,26.49,22.51,['Raven Games'],['Raven Label'],"Beastfall: Pure Boss Rush × Roguelite. No minions, no mobs — every encounter is a meticulously crafted boss fight. Hone your combat style in fast-paced duels of life and death. On a journey of redemption and revenge, meet gods with conflicting loyalties, and uncover the buried truth.",4,0,https://store.steampowered.com/app/4217250
4492450,El Cipitío: Las Leyendas Cuscatlecas,2026-04-15,2026-04-16,38.79,32.97,"['ILLUSION GAMES', 'Digno Madriles', 'Uriel Blanco']",['ILLUSION GAMES'],El Cipitio and the Cuscatleca Legends is a retro game with 16-bit pixel art style. It is a top-down twin-stick shooter. This 2D shooting game with a top-down perspective combines retro gameplay mechanics with a story based on Salvadoran folklore.,0,0,https://store.steampowered.com/app/4492450
1913310,Undead Tread,2026-04-15,2026-04-16,32.99,29.69,['Fletcher Poole'],['Fletty Games'],"Mow down hordes of zombies in a high-speed vehicular roguelike! Tear through the undead with front-mounted guns, upgrade your car, and battle through procedurally generated highways, cities, and rural roads. Will you reach the cure, or become just another wreck in the apocalypse?",0,0,https://store.steampowered.com/app/1913310
2481500,Blockboy and The Wizard,2026-04-15,2026-04-16,10.49,9.44,['Thorbear Games'],['Thorbear Games'],A game about a boy with a block-shaped head.,1,0,https://store.steampowered.com/app/2481500
4536870,Idle Spin&Win Tower Defense,2026-04-15,2026-04-16,23.21,19.72,['Creative idle studio'],['Creative idle studio'],"Idle Spin&Win combines strategic tower defense, satisfying idle progression, and thrilling luck-based mechanics. Build an impenetrable fortress, unlock devastating abilities, and spin the wheel of fortune to supercharge your defenses against endless enemy waves!",1,0,https://store.steampowered.com/app/4536870
3998790,Empty Gauge,2026-04-15,2026-04-16,11.99,10.79,['Playnova Studio'],['Playnova Studio'],"Um simulador single-player de bicos de terror com clima de VHS. Aguente o turno da madrugada num posto/loja de conveniência isolado e, ao voltar para casa, reúna pistas escondidas. A cada dia, o pesadelo vira realidade — e, conforme as pistas, o final muda.",6,0,https://store.steampowered.com/app/3998790
3974290,Calamity Angels: Special Delivery,2026-04-15,2026-04-16,88.99,75.64,"['Idea Factory', 'Compile Heart']",['Idea Factory International'],First-class fun in this delivery service RPG with a board game twist!,0,0,https://store.steampowered.com/app/3974290
4076070,Frontline: Afrika Korps,2026-04-15,2026-04-16,46.99,42.29,['Frontline: Games Series'],['Frontline: Games Series'],"Lead iconic WWII forces across stunning desert battlefields. Command, customize, and conquer in thrilling, historically rich campaigns. Outsmart foes with Real time strategy cunning tactics. The sands of Africa await!",1,0,https://store.steampowered.com/app/4076070
3905690,Reliquare,2026-04-15,2026-04-16,14.99,13.49,['Sambatti Games'],['Sambatti Games'],"Welcome to Reliquare: a mysterious empty island filled with puzzles based on the classic game of Sudoku. Explore the place and challenge yourself by solving intricate, head-scratching puzzles.",0,0,https://store.steampowered.com/app/3905690
